label,enhancer_distance_to_promoter,enhancer_chrom,enhancer_start,enhancer_end,enhancer_name,promoter_chrom,promoter_start,promoter_end,promoter_name
1,36769.5,chr16,676807,676886,IMR90|chr16:676807-676886,chr16,638577,640577,IMR90|chr16:640076-640077
0,2225558.0,chr1,110936541,110937223,IMR90|chr1:110936541-110937223,chr1,113162440,113162441,IMR90|chr1:113162440-113162441
0,467860.0,chr1,78002422,78002932,IMR90|chr1:78002422-78002932,chr1,78470537,78470538,IMR90|chr1:78470537-78470538
0,605769.0,chr1,27324187,27324477,IMR90|chr1:27324187-27324477,chr1,27930101,27930102,IMR90|chr1:27930101-27930102
0,1114821.0,chr1,27729576,27730337,IMR90|chr1:27729576-27730337,chr1,28844777,28844778,IMR90|chr1:28844777-28844778
0,224878.0,chr1,27324187,27324477,IMR90|chr1:27324187-27324477,chr1,27099454,27099455,IMR90|chr1:27099454-27099455
0,2003799.0,chr1,203481855,203482910,IMR90|chr1:203481855-203482910,chr1,201478583,201478584,IMR90|chr1:201478583-201478584
0,800413.0,chr1,26221842,26222379,IMR90|chr1:26221842-26222379,chr1,27022523,27022524,IMR90|chr1:27022523-27022524
0,72871.0,chr1,27925693,27925982,IMR90|chr1:27925693-27925982,chr1,27998708,27998709,IMR90|chr1:27998708-27998709
0,372189.0,chr1,27626362,27626716,IMR90|chr1:27626362-27626716,chr1,27998728,27998729,IMR90|chr1:27998728-27998729
0,72891.0,chr1,27925693,27925982,IMR90|chr1:27925693-27925982,chr1,27998728,27998729,IMR90|chr1:27998728-27998729
0,1905822.0,chr1,28928009,28928682,IMR90|chr1:28928009-28928682,chr1,27022523,27022524,IMR90|chr1:27022523-27022524
0,1182773.0,chr1,169088589,169089067,IMR90|chr1:169088589-169089067,chr1,167906055,167906056,IMR90|chr1:167906055-167906056
0,1776598.0,chr1,26221842,26222379,IMR90|chr1:26221842-26222379,chr1,27998708,27998709,IMR90|chr1:27998708-27998709
0,862053.0,chr1,27884412,27884741,IMR90|chr1:27884412-27884741,chr1,27022523,27022524,IMR90|chr1:27022523-27022524
0,1218108.0,chr1,27626362,27626716,IMR90|chr1:27626362-27626716,chr1,28844647,28844648,IMR90|chr1:28844647-28844648
0,1405309.0,chr1,27729576,27730337,IMR90|chr1:27729576-27730337,chr1,26324647,26324648,IMR90|chr1:26324647-26324648
0,1182883.0,chr1,169088589,169089067,IMR90|chr1:169088589-169089067,chr1,167905945,167905946,IMR90|chr1:167905945-167905946
0,2313142.0,chr1,110936541,110937223,IMR90|chr1:110936541-110937223,chr1,113250024,113250025,IMR90|chr1:113250024-113250025
0,1558763.0,chr1,27883260,27883560,IMR90|chr1:27883260-27883560,chr1,26324647,26324648,IMR90|chr1:26324647-26324648
0,786857.0,chr1,27884412,27884741,IMR90|chr1:27884412-27884741,chr1,27097719,27097720,IMR90|chr1:27097719-27097720
0,1601190.0,chr1,27925693,27925982,IMR90|chr1:27925693-27925982,chr1,26324647,26324648,IMR90|chr1:26324647-26324648
0,1828891.0,chr1,28928009,28928682,IMR90|chr1:28928009-28928682,chr1,27099454,27099455,IMR90|chr1:27099454-27099455
0,1184245.0,chr1,169089414,169089631,IMR90|chr1:169089414-169089631,chr1,167905277,167905278,IMR90|chr1:167905277-167905278
0,918940.0,chr1,27925693,27925982,IMR90|chr1:27925693-27925982,chr1,28844777,28844778,IMR90|chr1:28844777-28844778
0,2224912.0,chr1,110936541,110937223,IMR90|chr1:110936541-110937223,chr1,113161794,113161795,IMR90|chr1:113161794-113161795
0,409575.0,chr1,110936541,110937223,IMR90|chr1:110936541-110937223,chr1,110527307,110527308,IMR90|chr1:110527307-110527308
0,529492.0,chr1,27626737,27627686,IMR90|chr1:27626737-27627686,chr1,27097719,27097720,IMR90|chr1:27097719-27097720
0,205857.0,chr1,27924882,27925127,IMR90|chr1:27924882-27925127,chr1,27719147,27719148,IMR90|chr1:27719147-27719148
0,208507.0,chr1,27721495,27721775,IMR90|chr1:27721495-27721775,chr1,27930142,27930143,IMR90|chr1:27930142-27930143
0,919643.0,chr1,27924882,27925127,IMR90|chr1:27924882-27925127,chr1,28844647,28844648,IMR90|chr1:28844647-28844648
0,2175505.0,chr1,201419818,201420549,IMR90|chr1:201419818-201420549,chr1,203595688,203595689,IMR90|chr1:203595688-203595689
0,1559220.0,chr1,27883682,27884052,IMR90|chr1:27883682-27884052,chr1,26324647,26324648,IMR90|chr1:26324647-26324648
0,372169.0,chr1,27626362,27626716,IMR90|chr1:27626362-27626716,chr1,27998708,27998709,IMR90|chr1:27998708-27998709
0,1183245.0,chr1,169089414,169089631,IMR90|chr1:169089414-169089631,chr1,167906277,167906278,IMR90|chr1:167906277-167906278
0,1776618.0,chr1,26221842,26222379,IMR90|chr1:26221842-26222379,chr1,27998728,27998729,IMR90|chr1:27998728-27998729
0,1502173.0,chr1,28928009,28928682,IMR90|chr1:28928009-28928682,chr1,27426172,27426173,IMR90|chr1:27426172-27426173
0,301809.0,chr1,27324187,27324477,IMR90|chr1:27324187-27324477,chr1,27022523,27022524,IMR90|chr1:27022523-27022524
0,1600357.0,chr1,27924882,27925127,IMR90|chr1:27924882-27925127,chr1,26324647,26324648,IMR90|chr1:26324647-26324648
0,96266.0,chr1,110187192,110187804,IMR90|chr1:110187192-110187804,chr1,110091232,110091233,IMR90|chr1:110091232-110091233
0,1749310.0,chr1,27095274,27095661,IMR90|chr1:27095274-27095661,chr1,28844777,28844778,IMR90|chr1:28844777-28844778
0,1218691.0,chr1,27625840,27626333,IMR90|chr1:27625840-27626333,chr1,28844777,28844778,IMR90|chr1:28844777-28844778
0,929617.0,chr1,28928009,28928682,IMR90|chr1:28928009-28928682,chr1,27998728,27998729,IMR90|chr1:27998728-27998729
0,1707126.0,chr1,26222747,26223203,IMR90|chr1:26222747-26223203,chr1,27930101,27930102,IMR90|chr1:27930101-27930102
0,457238.0,chr1,27883260,27883560,IMR90|chr1:27883260-27883560,chr1,27426172,27426173,IMR90|chr1:27426172-27426173
0,1775753.0,chr1,26222747,26223203,IMR90|chr1:26222747-26223203,chr1,27998728,27998729,IMR90|chr1:27998728-27998729
0,834634.0,chr1,27095274,27095661,IMR90|chr1:27095274-27095661,chr1,27930101,27930102,IMR90|chr1:27930101-27930102
0,114841.0,chr1,27883682,27884052,IMR90|chr1:27883682-27884052,chr1,27998708,27998709,IMR90|chr1:27998708-27998709
0,372642.0,chr1,27625840,27626333,IMR90|chr1:27625840-27626333,chr1,27998728,27998729,IMR90|chr1:27998728-27998729
0,208466.0,chr1,27721495,27721775,IMR90|chr1:27721495-27721775,chr1,27930101,27930102,IMR90|chr1:27930101-27930102
0,1749180.0,chr1,27095274,27095661,IMR90|chr1:27095274-27095661,chr1,28844647,28844648,IMR90|chr1:28844647-28844648
0,783956.0,chr1,27883260,27883560,IMR90|chr1:27883260-27883560,chr1,27099454,27099455,IMR90|chr1:27099454-27099455
0,498832.0,chr1,27924882,27925127,IMR90|chr1:27924882-27925127,chr1,27426172,27426173,IMR90|chr1:27426172-27426173
0,206690.0,chr1,27925693,27925982,IMR90|chr1:27925693-27925982,chr1,27719147,27719148,IMR90|chr1:27719147-27719148
0,960780.0,chr1,27883682,27884052,IMR90|chr1:27883682-27884052,chr1,28844647,28844648,IMR90|chr1:28844647-28844648
0,903241.0,chr1,27095274,27095661,IMR90|chr1:27095274-27095661,chr1,27998708,27998709,IMR90|chr1:27998708-27998709
0,1497037.0,chr1,26221842,26222379,IMR90|chr1:26221842-26222379,chr1,27719147,27719148,IMR90|chr1:27719147-27719148
0,115298.0,chr1,27883260,27883560,IMR90|chr1:27883260-27883560,chr1,27998708,27998709,IMR90|chr1:27998708-27998709
0,819658.0,chr1,78567210,78567577,IMR90|chr1:78567210-78567577,chr1,77747735,77747736,IMR90|chr1:77747735-77747736
0,828118.0,chr1,27925693,27925982,IMR90|chr1:27925693-27925982,chr1,27097719,27097720,IMR90|chr1:27097719-27097720
0,1575859.0,chr1,167760837,167761854,IMR90|chr1:167760837-167761854,chr1,169337204,169337205,IMR90|chr1:169337204-169337205
0,371517.0,chr1,27626737,27627686,IMR90|chr1:27626737-27627686,chr1,27998728,27998729,IMR90|chr1:27998728-27998729
0,786148.0,chr1,27883682,27884052,IMR90|chr1:27883682-27884052,chr1,27097719,27097720,IMR90|chr1:27097719-27097720
0,457695.0,chr1,27883682,27884052,IMR90|chr1:27883682-27884052,chr1,27426172,27426173,IMR90|chr1:27426172-27426173
0,73704.0,chr1,27924882,27925127,IMR90|chr1:27924882-27925127,chr1,27998708,27998709,IMR90|chr1:27998708-27998709
0,1183132.0,chr1,169089414,169089631,IMR90|chr1:169089414-169089631,chr1,167906390,167906391,IMR90|chr1:167906390-167906391
0,73724.0,chr1,27924882,27925127,IMR90|chr1:27924882-27925127,chr1,27998728,27998729,IMR90|chr1:27998728-27998729
0,1520445.0,chr1,27324187,27324477,IMR90|chr1:27324187-27324477,chr1,28844777,28844778,IMR90|chr1:28844777-28844778
0,1707991.0,chr1,26221842,26222379,IMR90|chr1:26221842-26222379,chr1,27930101,27930102,IMR90|chr1:27930101-27930102
0,875609.0,chr1,26221842,26222379,IMR90|chr1:26221842-26222379,chr1,27097719,27097720,IMR90|chr1:27097719-27097720
0,1183577.0,chr1,169089414,169089631,IMR90|chr1:169089414-169089631,chr1,167905945,167905946,IMR90|chr1:167905945-167905946
0,999685.0,chr1,27324187,27324477,IMR90|chr1:27324187-27324477,chr1,26324647,26324648,IMR90|chr1:26324647-26324648
0,674396.0,chr1,27324187,27324477,IMR90|chr1:27324187-27324477,chr1,27998728,27998729,IMR90|chr1:27998728-27998729
0,2406315.0,chr1,112933424,112933820,IMR90|chr1:112933424-112933820,chr1,110527307,110527308,IMR90|chr1:110527307-110527308
0,1182930.0,chr1,169088589,169089067,IMR90|chr1:169088589-169089067,chr1,167905898,167905899,IMR90|chr1:167905898-167905899
0,164720.0,chr1,27883682,27884052,IMR90|chr1:27883682-27884052,chr1,27719147,27719148,IMR90|chr1:27719147-27719148
0,861344.0,chr1,27883682,27884052,IMR90|chr1:27883682-27884052,chr1,27022523,27022524,IMR90|chr1:27022523-27022524
0,834675.0,chr1,27095274,27095661,IMR90|chr1:27095274-27095661,chr1,27930142,27930143,IMR90|chr1:27930142-27930143
0,918810.0,chr1,27925693,27925982,IMR90|chr1:27925693-27925982,chr1,28844647,28844648,IMR90|chr1:28844647-28844648
0,1570760.0,chr1,167766087,167766808,IMR90|chr1:167766087-167766808,chr1,169337207,169337208,IMR90|chr1:169337207-169337208
0,527085.0,chr1,27626362,27626716,IMR90|chr1:27626362-27626716,chr1,27099454,27099455,IMR90|chr1:27099454-27099455
0,360247.0,chr1,110521508,110521886,IMR90|chr1:110521508-110521886,chr1,110881944,110881945,IMR90|chr1:110881944-110881945
0,1176809.0,chr1,169082770,169083402,IMR90|chr1:169082770-169083402,chr1,167906277,167906278,IMR90|chr1:167906277-167906278
0,1123012.0,chr1,27721495,27721775,IMR90|chr1:27721495-27721775,chr1,28844647,28844648,IMR90|chr1:28844647-28844648
0,2004915.0,chr1,203483141,203483855,IMR90|chr1:203483141-203483855,chr1,201478583,201478584,IMR90|chr1:201478583-201478584
0,845650.0,chr1,110936541,110937223,IMR90|chr1:110936541-110937223,chr1,110091232,110091233,IMR90|chr1:110091232-110091233
0,694446.0,chr1,110187192,110187804,IMR90|chr1:110187192-110187804,chr1,110881944,110881945,IMR90|chr1:110881944-110881945
0,527757.0,chr1,27626737,27627686,IMR90|chr1:27626737-27627686,chr1,27099454,27099455,IMR90|chr1:27099454-27099455
0,1830626.0,chr1,28928009,28928682,IMR90|chr1:28928009-28928682,chr1,27097719,27097720,IMR90|chr1:27097719-27097720
0,1177809.0,chr1,169082770,169083402,IMR90|chr1:169082770-169083402,chr1,167905277,167905278,IMR90|chr1:167905277-167905278
0,1183467.0,chr1,169089414,169089631,IMR90|chr1:169089414-169089631,chr1,167906055,167906056,IMR90|chr1:167906055-167906056
0,623680.0,chr1,27095274,27095661,IMR90|chr1:27095274-27095661,chr1,27719147,27719148,IMR90|chr1:27719147-27719148
0,1575862.0,chr1,167760837,167761854,IMR90|chr1:167760837-167761854,chr1,169337207,169337208,IMR90|chr1:169337207-169337208
0,1203197.0,chr1,26222747,26223203,IMR90|chr1:26222747-26223203,chr1,27426172,27426173,IMR90|chr1:27426172-27426173
0,114152.0,chr1,27884412,27884741,IMR90|chr1:27884412-27884741,chr1,27998728,27998729,IMR90|chr1:27998728-27998729
0,73191.0,chr1,95074330,95075490,IMR90|chr1:95074330-95075490,chr1,95001719,95001720,IMR90|chr1:95001719-95001720
0,960201.0,chr1,27884412,27884741,IMR90|chr1:27884412-27884741,chr1,28844777,28844778,IMR90|chr1:28844777-28844778
0,1177141.0,chr1,169082770,169083402,IMR90|chr1:169082770-169083402,chr1,167905945,167905946,IMR90|chr1:167905945-167905946
0,1218561.0,chr1,27625840,27626333,IMR90|chr1:27625840-27626333,chr1,28844647,28844648,IMR90|chr1:28844647-28844648
0,998244.0,chr1,28928009,28928682,IMR90|chr1:28928009-28928682,chr1,27930101,27930102,IMR90|chr1:27930101-27930102
0,960910.0,chr1,27883682,27884052,IMR90|chr1:27883682-27884052,chr1,28844777,28844778,IMR90|chr1:28844777-28844778
0,1177188.0,chr1,169082770,169083402,IMR90|chr1:169082770-169083402,chr1,167905898,167905899,IMR90|chr1:167905898-167905899
0,372622.0,chr1,27625840,27626333,IMR90|chr1:27625840-27626333,chr1,27998708,27998709,IMR90|chr1:27998708-27998709
0,114861.0,chr1,27883682,27884052,IMR90|chr1:27883682-27884052,chr1,27998728,27998729,IMR90|chr1:27998728-27998729
0,902481.0,chr1,27924882,27925127,IMR90|chr1:27924882-27925127,chr1,27022523,27022524,IMR90|chr1:27022523-27022524
0,2312859.0,chr1,110936541,110937223,IMR90|chr1:110936541-110937223,chr1,113249741,113249742,IMR90|chr1:113249741-113249742
0,785122.0,chr1,27884412,27884741,IMR90|chr1:27884412-27884741,chr1,27099454,27099455,IMR90|chr1:27099454-27099455
0,1177031.0,chr1,169082770,169083402,IMR90|chr1:169082770-169083402,chr1,167906055,167906056,IMR90|chr1:167906055-167906056
0,1182438.0,chr1,169088589,169089067,IMR90|chr1:169088589-169089067,chr1,167906390,167906391,IMR90|chr1:167906390-167906391
0,1302564.0,chr1,27626737,27627686,IMR90|chr1:27626737-27627686,chr1,26324647,26324648,IMR90|chr1:26324647-26324648
0,826383.0,chr1,27925693,27925982,IMR90|chr1:27925693-27925982,chr1,27099454,27099455,IMR90|chr1:27099454-27099455
0,499665.0,chr1,27925693,27925982,IMR90|chr1:27925693-27925982,chr1,27426172,27426173,IMR90|chr1:27426172-27426173
0,961237.0,chr1,27883260,27883560,IMR90|chr1:27883260-27883560,chr1,28844647,28844648,IMR90|chr1:28844647-28844648
0,827285.0,chr1,27924882,27925127,IMR90|chr1:27924882-27925127,chr1,27097719,27097720,IMR90|chr1:27097719-27097720
0,903314.0,chr1,27925693,27925982,IMR90|chr1:27925693-27925982,chr1,27022523,27022524,IMR90|chr1:27022523-27022524
0,876479.0,chr1,26222747,26223203,IMR90|chr1:26222747-26223203,chr1,27099454,27099455,IMR90|chr1:27099454-27099455
0,517826.0,chr1,180484962,180485662,IMR90|chr1:180484962-180485662,chr1,181003138,181003139,IMR90|chr1:181003138-181003139
0,1183624.0,chr1,169089414,169089631,IMR90|chr1:169089414-169089631,chr1,167905898,167905899,IMR90|chr1:167905898-167905899
0,1570757.0,chr1,167766087,167766808,IMR90|chr1:167766087-167766808,chr1,169337204,169337205,IMR90|chr1:169337204-169337205
0,919773.0,chr1,27924882,27925127,IMR90|chr1:27924882-27925127,chr1,28844777,28844778,IMR90|chr1:28844777-28844778
0,604688.0,chr1,27626737,27627686,IMR90|chr1:27626737-27627686,chr1,27022523,27022524,IMR90|chr1:27022523-27022524
0,903261.0,chr1,27095274,27095661,IMR90|chr1:27095274-27095661,chr1,27998728,27998729,IMR90|chr1:27998728-27998729
0,1218238.0,chr1,27626362,27626716,IMR90|chr1:27626362-27626716,chr1,28844777,28844778,IMR90|chr1:28844777-28844778
0,630502.0,chr1,27729576,27730337,IMR90|chr1:27729576-27730337,chr1,27099454,27099455,IMR90|chr1:27099454-27099455
0,2312874.0,chr1,110936541,110937223,IMR90|chr1:110936541-110937223,chr1,113249756,113249757,IMR90|chr1:113249756-113249757
0,860887.0,chr1,27883260,27883560,IMR90|chr1:27883260-27883560,chr1,27022523,27022524,IMR90|chr1:27022523-27022524
0,877344.0,chr1,26221842,26222379,IMR90|chr1:26221842-26222379,chr1,27099454,27099455,IMR90|chr1:27099454-27099455
0,1575838.0,chr1,167760837,167761854,IMR90|chr1:167760837-167761854,chr1,169337183,169337184,IMR90|chr1:169337183-169337184
0,1707167.0,chr1,26222747,26223203,IMR90|chr1:26222747-26223203,chr1,27930142,27930143,IMR90|chr1:27930142-27930143
0,2313173.0,chr1,110936541,110937223,IMR90|chr1:110936541-110937223,chr1,113250055,113250056,IMR90|chr1:113250055-113250056
0,2488.0,chr1,27721495,27721775,IMR90|chr1:27721495-27721775,chr1,27719147,27719148,IMR90|chr1:27719147-27719148
0,1204062.0,chr1,26221842,26222379,IMR90|chr1:26221842-26222379,chr1,27426172,27426173,IMR90|chr1:27426172-27426173
0,54096.0,chr1,181111507,181111960,IMR90|chr1:181111507-181111960,chr1,181057637,181057638,IMR90|chr1:181057637-181057638
0,164263.0,chr1,27883260,27883560,IMR90|chr1:27883260-27883560,chr1,27719147,27719148,IMR90|chr1:27719147-27719148
0,707433.0,chr1,27729576,27730337,IMR90|chr1:27729576-27730337,chr1,27022523,27022524,IMR90|chr1:27022523-27022524
0,359489.0,chr1,110522134,110522776,IMR90|chr1:110522134-110522776,chr1,110881944,110881945,IMR90|chr1:110881944-110881945
0,200367.0,chr1,27626362,27626716,IMR90|chr1:27626362-27626716,chr1,27426172,27426173,IMR90|chr1:27426172-27426173
0,605810.0,chr1,27324187,27324477,IMR90|chr1:27324187-27324477,chr1,27930142,27930143,IMR90|chr1:27930142-27930143
0,303784.0,chr1,27729576,27730337,IMR90|chr1:27729576-27730337,chr1,27426172,27426173,IMR90|chr1:27426172-27426173
0,295463.0,chr1,27721495,27721775,IMR90|chr1:27721495-27721775,chr1,27426172,27426173,IMR90|chr1:27426172-27426173
0,1182551.0,chr1,169088589,169089067,IMR90|chr1:169088589-169089067,chr1,167906277,167906278,IMR90|chr1:167906277-167906278
0,1301439.0,chr1,27625840,27626333,IMR90|chr1:27625840-27626333,chr1,26324647,26324648,IMR90|chr1:26324647-26324648
0,929637.0,chr1,28928009,28928682,IMR90|chr1:28928009-28928682,chr1,27998708,27998709,IMR90|chr1:27998708-27998709
0,1496172.0,chr1,26222747,26223203,IMR90|chr1:26222747-26223203,chr1,27719147,27719148,IMR90|chr1:27719147-27719148
0,2312841.0,chr1,110936541,110937223,IMR90|chr1:110936541-110937223,chr1,113249723,113249724,IMR90|chr1:113249723-113249724
0,1520315.0,chr1,27324187,27324477,IMR90|chr1:27324187-27324477,chr1,28844647,28844648,IMR90|chr1:28844647-28844648
0,10809.0,chr1,27729576,27730337,IMR90|chr1:27729576-27730337,chr1,27719147,27719148,IMR90|chr1:27719147-27719148
0,1775733.0,chr1,26222747,26223203,IMR90|chr1:26222747-26223203,chr1,27998708,27998709,IMR90|chr1:27998708-27998709
0,528820.0,chr1,27626362,27626716,IMR90|chr1:27626362-27626716,chr1,27097719,27097720,IMR90|chr1:27097719-27097720
0,1114691.0,chr1,27729576,27730337,IMR90|chr1:27729576-27730337,chr1,28844647,28844648,IMR90|chr1:28844647-28844648
0,4852.0,chr1,110522134,110522776,IMR90|chr1:110522134-110522776,chr1,110527307,110527308,IMR90|chr1:110527307-110527308
0,699112.0,chr1,27721495,27721775,IMR90|chr1:27721495-27721775,chr1,27022523,27022524,IMR90|chr1:27022523-27022524
0,784413.0,chr1,27883682,27884052,IMR90|chr1:27883682-27884052,chr1,27099454,27099455,IMR90|chr1:27099454-27099455
0,371497.0,chr1,27626737,27627686,IMR90|chr1:27626737-27627686,chr1,27998708,27998709,IMR90|chr1:27998708-27998709
0,998203.0,chr1,28928009,28928682,IMR90|chr1:28928009-28928682,chr1,27930142,27930143,IMR90|chr1:27930142-27930143
0,53236.0,chr1,181110681,181111066,IMR90|chr1:181110681-181111066,chr1,181057637,181057638,IMR90|chr1:181057637-181057638
0,165429.0,chr1,27884412,27884741,IMR90|chr1:27884412-27884741,chr1,27719147,27719148,IMR90|chr1:27719147-27719148
0,1217436.0,chr1,27626737,27627686,IMR90|chr1:27626737-27627686,chr1,28844647,28844648,IMR90|chr1:28844647-28844648
0,226613.0,chr1,27324187,27324477,IMR90|chr1:27324187-27324477,chr1,27097719,27097720,IMR90|chr1:27097719-27097720
0,526632.0,chr1,27625840,27626333,IMR90|chr1:27625840-27626333,chr1,27099454,27099455,IMR90|chr1:27099454-27099455
0,2312866.0,chr1,110936541,110937223,IMR90|chr1:110936541-110937223,chr1,113249748,113249749,IMR90|chr1:113249748-113249749
0,115318.0,chr1,27883260,27883560,IMR90|chr1:27883260-27883560,chr1,27998728,27998729,IMR90|chr1:27998728-27998729
0,874744.0,chr1,26222747,26223203,IMR90|chr1:26222747-26223203,chr1,27097719,27097720,IMR90|chr1:27097719-27097720
0,114132.0,chr1,27884412,27884741,IMR90|chr1:27884412-27884741,chr1,27998708,27998709,IMR90|chr1:27998708-27998709
0,960071.0,chr1,27884412,27884741,IMR90|chr1:27884412-27884741,chr1,28844647,28844648,IMR90|chr1:28844647-28844648
0,2051678.0,chr1,112933424,112933820,IMR90|chr1:112933424-112933820,chr1,110881944,110881945,IMR90|chr1:110881944-110881945
0,961367.0,chr1,27883260,27883560,IMR90|chr1:27883260-27883560,chr1,28844777,28844778,IMR90|chr1:28844777-28844778
0,623916.0,chr1,27721495,27721775,IMR90|chr1:27721495-27721775,chr1,27097719,27097720,IMR90|chr1:27097719-27097720
0,1301892.0,chr1,27626362,27626716,IMR90|chr1:27626362-27626716,chr1,26324647,26324648,IMR90|chr1:26324647-26324648
0,458404.0,chr1,27884412,27884741,IMR90|chr1:27884412-27884741,chr1,27426172,27426173,IMR90|chr1:27426172-27426173
0,1570736.0,chr1,167766087,167766808,IMR90|chr1:167766087-167766808,chr1,169337183,169337184,IMR90|chr1:169337183-169337184
0,2225544.0,chr1,110936541,110937223,IMR90|chr1:110936541-110937223,chr1,113162426,113162427,IMR90|chr1:113162426-113162427
0,632237.0,chr1,27729576,27730337,IMR90|chr1:27729576-27730337,chr1,27097719,27097720,IMR90|chr1:27097719-27097720
0,674376.0,chr1,27324187,27324477,IMR90|chr1:27324187-27324477,chr1,27998708,27998709,IMR90|chr1:27998708-27998709
0,528367.0,chr1,27625840,27626333,IMR90|chr1:27625840-27626333,chr1,27097719,27097720,IMR90|chr1:27097719-27097720
0,1396988.0,chr1,27721495,27721775,IMR90|chr1:27721495-27721775,chr1,26324647,26324648,IMR90|chr1:26324647-26324648
0,845343.0,chr10,72127116,72127564,IMR90|chr10:72127116-72127564,chr10,72972683,72972684,IMR90|chr10:72972683-72972684
0,2362995.0,chr10,17009086,17009678,IMR90|chr10:17009086-17009678,chr10,14646387,14646388,IMR90|chr10:14646387-14646388
0,2171906.0,chr10,31075118,31075388,IMR90|chr10:31075118-31075388,chr10,33247159,33247160,IMR90|chr10:33247159-33247160
0,1689874.0,chr10,33297690,33298164,IMR90|chr10:33297690-33298164,chr10,31608053,31608054,IMR90|chr10:31608053-31608054
0,134158.0,chr10,72127116,72127564,IMR90|chr10:72127116-72127564,chr10,71993182,71993183,IMR90|chr10:71993182-71993183
0,1135875.0,chr10,73028212,73028917,IMR90|chr10:73028212-73028917,chr10,71892689,71892690,IMR90|chr10:71892689-71892690
0,844986.0,chr10,72127116,72127564,IMR90|chr10:72127116-72127564,chr10,72972326,72972327,IMR90|chr10:72972326-72972327
0,786302.0,chr10,94455631,94455912,IMR90|chr10:94455631-94455912,chr10,95242073,95242074,IMR90|chr10:95242073-95242074
0,2173102.0,chr10,31072650,31074788,IMR90|chr10:31072650-31074788,chr10,33246821,33246822,IMR90|chr10:33246821-33246822
0,2173435.0,chr10,31072650,31074788,IMR90|chr10:31072650-31074788,chr10,33247154,33247155,IMR90|chr10:33247154-33247155
0,786179.0,chr10,94455631,94455912,IMR90|chr10:94455631-94455912,chr10,95241950,95241951,IMR90|chr10:95241950-95241951
0,466577.0,chr10,4288961,4289568,IMR90|chr10:4288961-4289568,chr10,3822687,3822688,IMR90|chr10:3822687-3822688
0,2173426.0,chr10,31072650,31074788,IMR90|chr10:31072650-31074788,chr10,33247145,33247146,IMR90|chr10:33247145-33247146
0,1689777.0,chr10,33297690,33298164,IMR90|chr10:33297690-33298164,chr10,31608150,31608151,IMR90|chr10:31608150-31608151
0,683972.0,chr10,94455631,94455912,IMR90|chr10:94455631-94455912,chr10,95139743,95139744,IMR90|chr10:95139743-95139744
0,848200.0,chr10,72123641,72124612,IMR90|chr10:72123641-72124612,chr10,72972326,72972327,IMR90|chr10:72972326-72972327
0,2361748.0,chr10,17007795,17008476,IMR90|chr10:17007795-17008476,chr10,14646387,14646388,IMR90|chr10:14646387-14646388
0,2171901.0,chr10,31075118,31075388,IMR90|chr10:31075118-31075388,chr10,33247154,33247155,IMR90|chr10:33247154-33247155
0,2171883.0,chr10,31075118,31075388,IMR90|chr10:31075118-31075388,chr10,33247136,33247137,IMR90|chr10:33247136-33247137
0,2173417.0,chr10,31072650,31074788,IMR90|chr10:31072650-31074788,chr10,33247136,33247137,IMR90|chr10:33247136-33247137
0,1033149.0,chr10,73026066,73026596,IMR90|chr10:73026066-73026596,chr10,71993182,71993183,IMR90|chr10:71993182-71993183
0,2171568.0,chr10,31075118,31075388,IMR90|chr10:31075118-31075388,chr10,33246821,33246822,IMR90|chr10:33246821-33246822
0,1163125.0,chr10,14861985,14862510,IMR90|chr10:14861985-14862510,chr10,13699122,13699123,IMR90|chr10:13699122-13699123
0,1035382.0,chr10,73028212,73028917,IMR90|chr10:73028212-73028917,chr10,71993182,71993183,IMR90|chr10:71993182-71993183
0,2409042.0,chr10,14861985,14862510,IMR90|chr10:14861985-14862510,chr10,17271289,17271290,IMR90|chr10:17271289-17271290
0,535698.0,chr10,95143811,95144138,IMR90|chr10:95143811-95144138,chr10,94608276,94608277,IMR90|chr10:94608276-94608277
0,2171893.0,chr10,31075118,31075388,IMR90|chr10:31075118-31075388,chr10,33247146,33247147,IMR90|chr10:33247146-33247147
0,2409029.0,chr10,14861985,14862510,IMR90|chr10:14861985-14862510,chr10,17271276,17271277,IMR90|chr10:17271276-17271277
0,1133642.0,chr10,73026066,73026596,IMR90|chr10:73026066-73026596,chr10,71892689,71892690,IMR90|chr10:71892689-71892690
0,535282.0,chr10,95143342,95143775,IMR90|chr10:95143342-95143775,chr10,94608276,94608277,IMR90|chr10:94608276-94608277
0,1691262.0,chr10,33298990,33299641,IMR90|chr10:33298990-33299641,chr10,31608053,31608054,IMR90|chr10:31608053-31608054
0,2171892.0,chr10,31075118,31075388,IMR90|chr10:31075118-31075388,chr10,33247145,33247146,IMR90|chr10:33247145-33247146
0,828493.0,chr10,13817482,13818307,IMR90|chr10:13817482-13818307,chr10,14646387,14646388,IMR90|chr10:14646387-14646388
0,848557.0,chr10,72123641,72124612,IMR90|chr10:72123641-72124612,chr10,72972683,72972684,IMR90|chr10:72972683-72972684
0,1691215.0,chr10,33298990,33299641,IMR90|chr10:33298990-33299641,chr10,31608100,31608101,IMR90|chr10:31608100-31608101
0,1691165.0,chr10,33298990,33299641,IMR90|chr10:33298990-33299641,chr10,31608150,31608151,IMR90|chr10:31608150-31608151
